"","NAME","gender","prc_under18E","prc_under18M","prc_over65E","prc_over65M"
"529","Dubuque","Female",0.210457856399584,0.013606583332253,0.214977887617066,0.0152159830724478
"530","Dubuque","Male",0.194711286547665,0.0152623614623666,0.160093617913159,0.0141926894464314
"531","Dumont","Female",0.37431693989071,0.174382907432529,0.256830601092896,0.101472727138527
"532","Dumont","Male",0.22140221402214,0.133845303111779,0.306273062730627,0.159900243685836
"533","Duncan CDP, Iowa","Female",0,0.869565217391304,0,1.04347826086957
"534","Duncan CDP, Iowa","Male",0.116883116883117,0.293766367999766,0.272727272727273,0.481679861601543
"535","Duncombe","Female",0.189349112426035,0.175257230174943,0.207100591715976,0.113442708278582
"536","Duncombe","Male",0.201183431952663,0.137270445954731,0.183431952662722,0.10347201137188
"537","Dundee","Female",0.331081081081081,0.242922500038038,0.182432432432432,0.182016143786154
"538","Dundee","Male",0.179487179487179,0.149398951401487,0.196581196581197,0.261713032784387
"539","Dunkerton","Female",0.365269461077844,0.15200701902987,0.159680638722555,0.0785976842670168
"540","Dunkerton","Male",0.228070175438596,0.113667137937571,0.152882205513784,0.111806067834397
"541","Dunlap","Female",0.149908592321755,0.0702710930576715,0.352833638025594,0.140277730735943
"542","Dunlap","Male",0.128164556962025,0.0527101957449509,0.242088607594937,0.104338656359455
"543","Durango","Female",0,4,0.4,4.01995024844836
"544","Durango","Male",0.5,2.45586033804856,0.125,2.87924279325311
"545","Durant","Female",0.25,0.080909648491387,0.178270042194093,0.0464571789821927
"546","Durant","Male",0.212258796821793,0.0695571921329933,0.152099886492622,0.0479014293517309
"547","Dyersville","Female",0.173058485139022,0.0594863434046206,0.216203259827421,0.0530608863528767
"548","Dyersville","Male",0.280821917808219,0.0707883364800503,0.151598173515982,0.0397656178283374
"549","Dysart","Female",0.238826815642458,0.0779089116605505,0.226256983240223,0.0768655635440424
"550","Dysart","Male",0.280742459396752,0.0878178408090753,0.153132250580046,0.0550310727683821
"551","Eagle Grove","Female",0.252923076923077,0.0834833581749321,0.232615384615385,0.0746521473331174
"552","Eagle Grove","Male",0.31947261663286,0.0919638503478858,0.12474645030426,0.0447696652497763
"553","Earlham","Female",0.188340807174888,0.0644269147417945,0.155455904334828,0.0580247129506891
"554","Earlham","Male",0.295252225519288,0.106386091513858,0.129080118694362,0.0542506033945212
"555","Earling","Female",0.252475247524752,0.148627276066275,0.292079207920792,0.149064901615811
"556","Earling","Male",0.143617021276596,0.08091283905062,0.271276595744681,0.145827429236938
"557","Earlville","Female",0.231460674157303,0.111004825748552,0.21123595505618,0.111112983792935
"558","Earlville","Male",0.282511210762332,0.126502773436708,0.213004484304933,0.107382023323905
"559","Early","Female",0.216216216216216,0.0833718794483839,0.159459459459459,0.0813086655886722
"560","Early","Male",0.2839248434238,0.11494651086556,0.100208768267223,0.0717029261468919
"561","East Amana CDP, Iowa","Female",0,1.05263157894737,0.315789473684211,1.29810243920886
"562","East Amana CDP, Iowa","Male",0,0.833333333333333,0,1
"563","East Peru","Female",0.206521739130435,0.229903185576741,0.152173913043478,0.159709655823264
"564","East Peru","Male",0.220338983050847,0.252356069650999,0.135593220338983,0.276289871896758
"565","Eddyville","Female",0.266550522648084,0.129040955558581,0.18815331010453,0.0861123705415846
"566","Eddyville","Male",0.263757115749526,0.149194896840099,0.218216318785579,0.117935015965062
"567","Edgewood","Female",0.144638403990025,0.126811142881082,0.366583541147132,0.151431593209233
"568","Edgewood","Male",0.134615384615385,0.107088433877916,0.257692307692308,0.133491770136714
"569","Elberon","Female",0.0961538461538462,0.290375421486,0.365384615384615,0.332673363822465
"570","Elberon","Male",0.1,0.15625,0.225,0.222912407474887
"571","Eldon","Female",0.235565819861432,0.116042632494087,0.18013856812933,0.0756597293849481
"572","Eldon","Male",0.244318181818182,0.115617327787086,0.116477272727273,0.0790376062426311
"573","Eldora","Female",0.183396226415094,0.056469812201136,0.218867924528302,0.048854241182998
"574","Eldora","Male",0.300445103857567,0.0976967656285298,0.172848664688427,0.0441255641578771
"575","Eldridge","Female",0.35742604452577,0.0969456393784037,0.158889905458981,0.046050647391114
"576","Eldridge","Male",0.326080476900149,0.105998161275175,0.155290611028316,0.0590504116845326
"577","Elgin","Female",0.22911051212938,0.0896245785631995,0.237196765498652,0.0790276216788608
"578","Elgin","Male",0.240196078431373,0.103532479424632,0.220588235294118,0.105587234275318
"579","Elk Horn","Female",0.130281690140845,0.0737847493006163,0.461267605633803,0.205502834898125
"580","Elk Horn","Male",0.300847457627119,0.165564986704285,0.275423728813559,0.126176971996517
"581","Elk Run Heights","Female",0.124105011933174,0.0690755330309808,0.295942720763723,0.12689581162069
"582","Elk Run Heights","Male",0.11353711790393,0.0606397348128833,0.200873362445415,0.0794000488075636
"583","Elkader","Female",0.205748865355522,0.0966268444464476,0.305597579425113,0.0966134383779269
"584","Elkader","Male",0.244663382594417,0.106536620212296,0.252873563218391,0.10362781026333
"585","Elkhart","Female",0.219269102990033,0.10340797437712,0.169435215946844,0.115055483219638
"586","Elkhart","Male",0.251515151515152,0.10273527355306,0.103030303030303,0.0793866319529988
"587","Elkport","Female",0,2.22222222222222,0.111111111111111,2.55916128998433
"588","Elkport","Male",0,2.5,0.75,3.14307274017004
"589","Elliott","Female",0.35546875,0.201540198335258,0.125,0.078394615334862
"590","Elliott","Male",0.237668161434978,0.129594471613759,0.125560538116592,0.0877209863137035
"591","Ellston","Female",0,0.625,0.34375,0.802309541056574
"592","Ellston","Male",0.428571428571429,2.60689822727067,0.142857142857143,3.14610222079218
"593","Ellsworth","Female",0.213178294573643,0.108604167678908,0.193798449612403,0.0928758822602666
"594","Ellsworth","Male",0.293893129770992,0.135028185957508,0.118320610687023,0.0735260756000415
"595","Elma","Female",0.251572327044025,0.116888389372716,0.276729559748428,0.111362606658486
"596","Elma","Male",0.156779661016949,0.0920257509102311,0.23728813559322,0.115281285966348
"597","Ely","Female",0.288119738072965,0.0768102087760601,0.108512628624883,0.0373010890910874
"598","Ely","Male",0.288848263254113,0.0659845147167552,0.13436928702011,0.0474687989174686
"599","Emerson","Female",0.223140495867769,0.147508208644883,0.206611570247934,0.0908003967706514
"600","Emerson","Male",0.236514522821577,0.105064746868809,0.269709543568465,0.105408545697891
"601","Emmetsburg","Female",0.175519630484988,0.0522985021838566,0.286374133949192,0.0626671010811018
"602","Emmetsburg","Male",0.207946336429309,0.068823090650724,0.225490196078431,0.0506789886703724
"603","Epworth","Female",0.223311546840959,0.0635026986972272,0.225490196078431,0.083615704239304
"604","Epworth","Male",0.26410835214447,0.0679552886356495,0.163656884875847,0.0621587012586024
"605","Essex","Female",0.192660550458716,0.088985035019146,0.224770642201835,0.102478542806941
"606","Essex","Male",0.0817307692307692,0.0607584350612392,0.399038461538462,0.222329273458315
"607","Estherville","Female",0.226062910473557,0.0508702883303618,0.231593501555479,0.0559688033173605
"608","Estherville","Male",0.179342411159083,0.0395280308439552,0.150780471604118,0.0368764763627487
"609","Evansdale","Female",0.220887245841035,0.0769112875947622,0.227818853974122,0.110895540270561
"610","Evansdale","Male",0.204517453798768,0.0593641785784303,0.160985626283368,0.0677548233246427
"611","Everly","Female",0.270096463022508,0.129536357398134,0.196141479099678,0.0715330547271952
"612","Everly","Male",0.267857142857143,0.1215488278643,0.164285714285714,0.0611500397677589
"613","Exira","Female",0.162528216704289,0.0714811885716706,0.288939051918736,0.10246282426407
"614","Exira","Male",0.23728813559322,0.11144264240971,0.245762711864407,0.0849473314673316
"615","Exline","Female",0.0816326530612245,0.308115130387321,0.530612244897959,0.349428798672908
"616","Exline","Male",0.371794871794872,0.327174362953201,0.320512820512821,0.270524972384733
"617","Fairbank","Female",0.299572039942939,0.138025795946412,0.14265335235378,0.0570924654532007
"618","Fairbank","Male",0.306122448979592,0.119171836155016,0.0960384153661465,0.0464325281584763
"619","Fairfax","Female",0.294550810014728,0.0737051138319194,0.11340206185567,0.0414746633065702
"620","Fairfax","Male",0.306406685236769,0.0827842113183549,0.0891364902506964,0.0313922316496873
"621","Fairfield","Female",0.247802427794056,0.0693741591517201,0.246755964838845,0.0493282144617113
"622","Fairfield","Male",0.179282051282051,0.0524590895551717,0.21025641025641,0.0429396709180931
"623","Fairport CDP, Iowa","Female",0.110091743119266,0.238020807270023,0.36697247706422,0.522090130899601
"624","Fairport CDP, Iowa","Male",0.306306306306306,0.548643131607845,0.297297297297297,0.406214392692332
"625","Farley","Female",0.211874272409779,0.0782505492014003,0.162980209545984,0.0744934246058456
"626","Farley","Male",0.303249097472924,0.106738805797759,0.128760529482551,0.0568172732885281
"627","Farmersburg","Female",0.32843137254902,0.266707385913565,0.156862745098039,0.106689734717416
"628","Farmersburg","Male",0.232432432432432,0.130971886041158,0.0810810810810811,0.0586620931611776
"629","Farmington","Female",0.222627737226277,0.0921643760860954,0.175182481751825,0.093105348048909
"630","Farmington","Male",0.230769230769231,0.105692134768787,0.0923076923076923,0.0722282366885273
"631","Farnhamville","Female",0.328571428571429,0.160673316593596,0.19047619047619,0.0831828743380619
"632","Farnhamville","Male",0.417004048582996,0.231049899724972,0.186234817813765,0.107996119182956
"633","Farragut","Female",0.116666666666667,0.104727748159539,0.288888888888889,0.144474830612062
"634","Farragut","Male",0.25,0.168129326437801,0.181451612903226,0.0844477336447411
"635","Fayette","Female",0.129090909090909,0.0601478699694957,0.2,0.081058289403316
"636","Fayette","Male",0.0865874363327674,0.0411830651304864,0.154499151103565,0.0654997334973022
"637","Fenton","Female",0.153153153153153,0.168811378836766,0.225225225225225,0.135925532590541
"638","Fenton","Male",0.0645161290322581,0.098024881174449,0.354838709677419,0.168646648872494
"639","Ferguson","Female",0.158730158730159,0.230302347996937,0.26984126984127,0.230536659108088
"640","Ferguson","Male",0.108108108108108,0.518682802347994,0.189189189189189,0.425081389805888
"641","Fertile","Female",0.118518518518519,0.0851086822841883,0.288888888888889,0.126237115157037
"642","Fertile","Male",0.147435897435897,0.0837338124080368,0.262820512820513,0.123904869406171
"643","Floris","Female",0.191489361702128,0.503423290461106,0.0851063829787234,0.49217114179604
"644","Floris","Male",0.309090909090909,0.46213055214252,0.109090909090909,0.35236087455372
"645","Floyd","Female",0.293413173652695,0.206531373374244,0.131736526946108,0.100801865939484
"646","Floyd","Male",0.357894736842105,0.253814000393966,0.147368421052632,0.101212953568496
"647","Fonda","Female",0.21656050955414,0.116532742809995,0.184713375796178,0.093275699800186
"648","Fonda","Male",0.221739130434783,0.144707241273084,0.152173913043478,0.104875288410176
"649","Fontanelle","Female",0.173770491803279,0.0890038914980756,0.354098360655738,0.142657999221845
"650","Fontanelle","Male",0.254838709677419,0.142341410027215,0.17741935483871,0.0958300564947186
"651","Forest City","Female",0.296882494004796,0.071449020776173,0.178896882494005,0.0488154652036313
"652","Forest City","Male",0.236925875397908,0.0599721591597572,0.107321509777171,0.0362182415231226
"653","Fort Atkinson","Female",0.198581560283688,0.12262415832876,0.26241134751773,0.122838073055375
"654","Fort Atkinson","Male",0.141104294478528,0.10885100729727,0.226993865030675,0.104794538162478
"655","Fort Dodge","Female",0.220479011933573,0.0299676934332853,0.214971209213052,0.0243810623071638
"656","Fort Dodge","Male",0.200264735653663,0.0216200849155391,0.149575644319863,0.0199343293872194
"657","Fort Madison","Female",0.228438228438228,0.0457239652029258,0.223140495867769,0.0386818015818591
"658","Fort Madison","Male",0.191425013342822,0.0420933903485529,0.168297455968689,0.0326633814723157
"659","Fostoria","Female",0.0641025641025641,0.193008831035339,0.307692307692308,0.231788994169441
"660","Fostoria","Male",0.149425287356322,0.136532722879463,0.126436781609195,0.15565596592829
"661","Franklin","Female",0.189655172413793,0.232589235606167,0.155172413793103,0.22982980478458
"662","Franklin","Male",0.139240506329114,0.223857529703465,0.367088607594937,0.471945471237894
"663","Fraser","Female",0.166666666666667,0.27556059583204,0.25,0.333359373982827
"664","Fraser","Male",0.15,0.406970514902493,0.35,0.506211418282915
"665","Fredericksburg","Female",0.211538461538462,0.0868281529744925,0.346153846153846,0.153345099665431
"666","Fredericksburg","Male",0.215073529411765,0.0746989035643212,0.185661764705882,0.0754948308311637
"667","Frederika","Female",0.13953488372093,0.115671385684869,0.170542635658915,0.126148846750976
"668","Frederika","Male",0.308219178082192,0.19092495111924,0.10958904109589,0.101917404941093
"669","Fredonia","Female",0.171875,0.157607523303983,0.1328125,0.122421750577999
"670","Fredonia","Male",0.325842696629214,0.224078194499171,0.0674157303370786,0.237196828162165
"671","Fremont","Female",0.350490196078431,0.15465022417698,0.102941176470588,0.0515910477079388
"672","Fremont","Male",0.300480769230769,0.153510136945893,0.0625,0.037361252505696
"673","Fruitland","Female",0.306737588652482,0.131331937018282,0.0780141843971631,0.0411700649713612
"674","Fruitland","Male",0.375748502994012,0.188820538734648,0.094311377245509,0.054918242120256
"675","Frytown CDP, Iowa","Female",0,0.869565217391304,0,1.04347826086957
"676","Frytown CDP, Iowa","Male",0,0.769230769230769,0,0.923076923076923
"677","Galt","Female",0.357142857142857,1.18314555433761,0.214285714285714,1.44033061131379
"678","Galt","Male",0.625,1.05306588298465,0.125,1.25548114687408
"679","Galva","Female",0.3248730964467,0.163445629512513,0.111675126903553,0.0592771721601789
"680","Galva","Male",0.356382978723404,0.170015538878444,0.106382978723404,0.0597251009595236
"681","Garber","Female",0.163934426229508,0.24070548669423,0.327868852459016,0.314209754126116
"682","Garber","Male",0.1875,0.308843626857823,0.333333333333333,0.512055664050716
"683","Garden City CDP, Iowa","Female",0.147058823529412,0.3525614518801,0.514705882352941,0.550553209417969
"684","Garden City CDP, Iowa","Male",0.27710843373494,0.422122623171772,0.265060240963855,0.445425456544199
"685","Garden Grove","Female",0.152380952380952,0.183446571871381,0.152380952380952,0.192376333787856
"686","Garden Grove","Male",0.268041237113402,0.224910976039591,0.144329896907216,0.234483349827141
"687","Garnavillo","Female",0.195718654434251,0.109040764748304,0.296636085626911,0.131993043249937
"688","Garnavillo","Male",0.288461538461538,0.137392319649067,0.199519230769231,0.0812756572036635
"689","Garner","Female",0.191502853519341,0.0516510624477926,0.2999365884591,0.0664453604291867
"690","Garner","Male",0.237424547283702,0.0571782490335201,0.23608316566063,0.0650250701044167
"691","Garrison","Female",0.264900662251656,0.132661384394412,0.258278145695364,0.149077563814611
"692","Garrison","Male",0.167630057803468,0.0957809069226559,0.23121387283237,0.108187214557847
"693","Garwin","Female",0.223564954682779,0.133215880857557,0.217522658610272,0.0836678387250435
"694","Garwin","Male",0.184971098265896,0.104967700409821,0.141618497109827,0.0643578212352348
"695","Geneva","Female",0.317460317460317,0.34343278833739,0.26984126984127,0.193899446252317
"696","Geneva","Male",0.142857142857143,0.176687503191571,0.152380952380952,0.18730376152428
"697","George","Female",0.133802816901408,0.0534402023556089,0.376760563380282,0.101766151276206
"698","George","Male",0.216014897579143,0.0883824741334522,0.283054003724395,0.0970838023919759
"699","Gibson","Female",0.15,0.903119593409422,0.35,0.965983954318083
"700","Gibson","Male",0.133333333333333,1.20397694904311,0.2,1.34137574485634
"701","Gilbert","Female",0.232044198895028,0.0756504535780692,0.206261510128913,0.0897151359897096
"702","Gilbert","Male",0.263450834879406,0.0721831132369581,0.0927643784786642,0.0380997883002284
"703","Gilbertville","Female",0.208845208845209,0.0928541980743728,0.282555282555283,0.13229688058809
"704","Gilbertville","Male",0.180156657963446,0.0832584272217083,0.221932114882507,0.0904960198593801
"705","Gillett Grove","Female",0.4,1.58464857653396,0.133333333333333,1.33998341614945
"706","Gillett Grove","Male",0.0833333333333333,0.753536223600284,0.375,0.934500409644105
"707","Gilman","Female",0.159375,0.092554697412352,0.30625,0.211645874544126
"708","Gilman","Male",0.293103448275862,0.13801991711757,0.0818965517241379,0.0631785534307779
"709","Gilmore City","Female",0.338323353293413,0.177321834251487,0.107784431137725,0.0637254955974523
"710","Gilmore City","Male",0.26056338028169,0.150881475549976,0.126760563380282,0.0627719393100596
"711","Gladbrook","Female",0.220956719817768,0.0900665215644895,0.28246013667426,0.113023904055403
"712","Gladbrook","Male",0.173387096774194,0.0657439422795738,0.258064516129032,0.115845054716939
"713","Glenwood","Female",0.158382789317507,0.0497902688885222,0.237017804154303,0.0540236933514388
"714","Glenwood","Male",0.217167721518987,0.0522681104107433,0.230617088607595,0.0570672127472283
"715","Glidden","Female",0.273684210526316,0.10319196559564,0.208421052631579,0.0723174806710285
"716","Glidden","Male",0.179226069246436,0.0708317564466256,0.175152749490835,0.0594899576475522
"717","Goldfield","Female",0.09,0.0707540418947529,0.263333333333333,0.108411698721831
"718","Goldfield","Male",0.127536231884058,0.088431740134998,0.214492753623188,0.0869185642153412
"719","Goodell","Female",0.142857142857143,0.261784484166201,0.126984126984127,0.260163512022374
"720","Goodell","Male",0.228070175438596,0.201952612823821,0.12280701754386,0.320350097625808
"721","Goose Lake","Female",0.274647887323944,0.259602817848753,0.112676056338028,0.110507704897384
"722","Goose Lake","Male",0.455128205128205,0.500557765859226,0.0641025641025641,0.103607807829019
"723","Gowrie","Female",0.216157205240175,0.114747106993209,0.27292576419214,0.110883103532818
"724","Gowrie","Male",0.258397932816537,0.133099622587884,0.227390180878553,0.118031710332035
"725","Graettinger","Female",0.265350877192982,0.122896156106207,0.171052631578947,0.0683924469242063
"726","Graettinger","Male",0.230627306273063,0.107893526652293,0.123616236162362,0.0531743402806909
"727","Graf","Female",0.285714285714286,0.336029633611659,0.285714285714286,0.875201199242198
"728","Graf","Male",0.166666666666667,0.75719924355776,0.416666666666667,0.873075761158344
"729","Grafton","Female",0.228260869565217,0.177226843009455,0.217391304347826,0.23765628618078
"730","Grafton","Male",0.117117117117117,0.132668990624462,0.144144144144144,0.178506330862514
"731","Grand Junction","Female",0.228710462287105,0.117472522141251,0.143552311435523,0.063162781058381
"732","Grand Junction","Male",0.31758530183727,0.145253304695687,0.146981627296588,0.0792569593057313
"733","Grand Mound","Female",0.260416666666667,0.160830609450977,0.190972222222222,0.0854156745256487
"734","Grand Mound","Male",0.214545454545455,0.113271272341668,0.265454545454545,0.098042953582686
"735","Grand River","Female",0.205357142857143,0.193046056985527,0.25,0.183850538231911
"736","Grand River","Male",0.127906976744186,0.111567020469286,0.313953488372093,0.240456331081378
"737","Grandview","Female",0.267782426778243,0.178800122490936,0.276150627615063,0.147775479510023
"738","Grandview","Male",0.176470588235294,0.100015057262578,0.262443438914027,0.147744200590971
"739","Granger","Female",0.300529100529101,0.0992123618706162,0.11005291005291,0.0475936323987182
"740","Granger","Male",0.285992217898833,0.0921552867511631,0.102140077821012,0.047593148407528
"741","Grant","Female",0.0625,0.438353659348319,0.46875,0.483180388005883
"742","Grant","Male",0.115384615384615,0.583052329775835,0.0384615384615385,0.885061780069282
"743","Granville","Female",0.254777070063694,0.187360941435337,0.261146496815287,0.145644695536388
"744","Granville","Male",0.293413173652695,0.213818761067638,0.18562874251497,0.0891149175072436
"745","Gravity","Female",0.222222222222222,0.282691788273812,0.177777777777778,0.153009937087209
"746","Gravity","Male",0.196428571428571,0.150704647834101,0.214285714285714,0.266334349717106
"747","Gray","Female",0.125,0.753050076955562,0.166666666666667,0.838209115677549
"748","Gray","Male",0.706896551724138,0.777947014320228,0.172413793103448,0.385989853962579
"749","Greeley","Female",0.279503105590062,0.193843612675467,0.105590062111801,0.0775686837909334
"750","Greeley","Male",0.155555555555556,0.123606603203475,0.0962962962962963,0.0746216815864975
"751","Green Mountain CDP, Iowa","Female",0.396396396396396,0.335634845989448,0.135135135135135,0.245000045223558
"752","Green Mountain CDP, Iowa","Male",0.0422535211267606,0.254029821210844,0.0985915492957746,0.298141467198366
"753","Greene","Female",0.117455138662316,0.0529136305540139,0.370309951060359,0.122162470976871
"754","Greene","Male",0.177449168207024,0.0768287194352459,0.317929759704251,0.105606313920511
"755","Greenfield","Female",0.0989717223650386,0.0622791786385488,0.352185089974293,0.108194237276079
"756","Greenfield","Male",0.216125419932811,0.0841516865612408,0.276595744680851,0.0879239076333376
"757","Greenville","Female",0.233333333333333,0.549478990038588,0.2,0.610609895468821
"758","Greenville","Male",0.454545454545455,0.470553031790326,0.0681818181818182,0.456327507841627
"759","Grimes","Female",0.261328454826907,0.0664295770049879,0.0799324514494793,0.0419848655382566
"760","Grimes","Male",0.321742502585315,0.0730451190877043,0.0690279214064116,0.0454320644171107
"761","Grinnell","Female",0.168361360969887,0.0310873822517783,0.239929605005866,0.0428998163702723
"762","Grinnell","Male",0.214105793450882,0.0414498503131665,0.180902221204488,0.0360186740582232
"763","Griswold","Female",0.282485875706215,0.116687723981578,0.256120527306968,0.0762923587934929
"764","Griswold","Male",0.272727272727273,0.101272553269689,0.192727272727273,0.0661794403516002
"765","Grundy Center","Female",0.278916060806345,0.0521003389047356,0.243225380039656,0.054693497570992
"766","Grundy Center","Male",0.28503937007874,0.060259683924371,0.171653543307087,0.0465366931579821
"767","Gruver","Female",0.230769230769231,0.443530497875207,0.307692307692308,0.752020724672647
"768","Gruver","Male",0.0833333333333333,0.750971913979757,0.208333333333333,0.880194636097678
"769","Guernsey","Female",0.222222222222222,0.842428645923221,0.444444444444444,1.19250887930508
"770","Guernsey","Male",0.172413793103448,0.387104531370917,0.241379310344828,0.630050685141135
"771","Guthrie Center","Female",0.26832298136646,0.0702140260462184,0.263354037267081,0.0753643488214926
"772","Guthrie Center","Male",0.255659121171771,0.0822540221672729,0.182423435419441,0.0560468460215108
"773","Guttenberg","Female",0.110497237569061,0.0675178724517747,0.302762430939227,0.0890600349034621
"774","Guttenberg","Male",0.133729569093611,0.0697286553458752,0.298662704309064,0.0955672328126599
"775","Halbur","Female",0.261904761904762,0.129498996517364,0.0793650793650794,0.1285738750018
"776","Halbur","Male",0.251748251748252,0.117181880884674,0.125874125874126,0.0916989189644534
"777","Hamburg","Female",0.240350877192982,0.0994578483801481,0.208771929824561,0.0661894482366917
"778","Hamburg","Male",0.279752704791345,0.140300699375623,0.227202472952087,0.0885313495679113
"779","Hamilton","Female",0.44,0.521366819043943,0.06,0.402590809631815
"780","Hamilton","Male",0.375,0.458938993767145,0.125,0.530330085889911
"781","Hampton","Female",0.229781771501926,0.0502199750817746,0.211382113821138,0.0559646694734842
"782","Hampton","Male",0.324120603015075,0.069355806586888,0.201005025125628,0.0611753126981147
"783","Hancock","Female",0.282608695652174,0.195195349191643,0.217391304347826,0.150605863893628
"784","Hancock","Male",0.185185185185185,0.205552305823828,0.194444444444444,0.208351114416732
"785","Hanlontown","Female",0.203703703703704,0.206966705357752,0.185185185185185,0.194959375561042
"786","Hanlontown","Male",0.231578947368421,0.245963513959131,0.252631578947368,0.22912069861596
"787","Hansell","Female",0.196428571428571,0.272623895555761,0.178571428571429,0.252313360914561
"788","Hansell","Male",0.264150943396226,0.30725812046888,0.207547169811321,0.262672192927703
"789","Harcourt","Female",0.135922330097087,0.183335752418559,0.359223300970874,0.343479310837407
"790","Harcourt","Male",0.229357798165138,0.150194510819141,0.174311926605505,0.166810230371991
"791","Hardy","Female",0.333333333333333,2.5300661192746,0.166666666666667,3.67181877091173
"792","Hardy","Male",0.2,1.80897761180176,0.3,2.0181427105138
"793","Harlan","Female",0.154924242424242,0.043858821778322,0.26780303030303,0.0679515132305654
"794","Harlan","Male",0.214788732394366,0.0555357798986318,0.235915492957746,0.0532627068053681
"795","Harper","Female",0.55,0.444165298622033,0.075,0.203839129278458
"796","Harper","Male",0.224489795918367,0.21341524035659,0.0612244897959184,0.409880872940384
"797","Harpers Ferry","Female",0.0333333333333333,0.150297031011475,0.633333333333333,0.314541602579192
"798","Harpers Ferry","Male",0.1328125,0.175458187352632,0.46875,0.238249729760768
"799","Harris","Female",0.241379310344828,0.30252481288643,0.189655172413793,0.282071275258834
"800","Harris","Male",0.154411764705882,0.136821427671523,0.132352941176471,0.106822581894542
"801","Hartford","Female",0.307479224376731,0.133298274105906,0.152354570637119,0.068790204161249
"802","Hartford","Male",0.350267379679144,0.142560431621406,0.133689839572193,0.0717839041918232
"803","Hartley","Female",0.200708382526564,0.0721791731391948,0.295159386068477,0.0788207021449179
"804","Hartley","Male",0.228045325779037,0.0919855606225597,0.230878186968839,0.088352217250034
"805","Hartwick","Female",0.493975903614458,0.457041635870135,0.0843373493975904,0.186926516815912
"806","Hartwick","Male",0.186046511627907,0.311144405370995,0.209302325581395,0.38118283710052
"807","Harvey","Female",0.25609756097561,0.158448458328634,0.231707317073171,0.187002863331492
"808","Harvey","Male",0.195652173913043,0.137575588311057,0.195652173913043,0.12824174862663
"809","Hastings","Female",0.324675324675325,0.232272522068292,0.233766233766234,0.20335439116692
"810","Hastings","Male",0.264705882352941,0.197260761704249,0.161764705882353,0.245199206087012
"811","Havelock","Female",0.236363636363636,0.202984090041693,0.218181818181818,0.355357139804911
"812","Havelock","Male",0.213333333333333,0.165557697227012,0.106666666666667,0.256227121471904
"813","Haverhill","Female",0.321428571428571,0.230807831117931,0.0714285714285714,0.227530746074215
"814","Haverhill","Male",0.239130434782609,0.154697921077994,0.239130434782609,0.284183689329855
"815","Hawarden","Female",0.272946859903382,0.0793847126429917,0.221417069243156,0.070369044646414
"816","Hawarden","Male",0.314026517794836,0.0876923329402629,0.122819260293091,0.0435628242088951
"817","Hawkeye","Female",0.306772908366534,0.119651801345041,0.235059760956175,0.113294799913547
"818","Hawkeye","Male",0.154716981132075,0.0829610343441891,0.20377358490566,0.114988748895616
"819","Hayesville","Female",0,0.625,0.4375,0.608626468351908
"820","Hayesville","Male",0,0.666666666666667,0.733333333333333,0.697965296813212
"821","Hayfield CDP, Iowa","Female",0,0.645161290322581,0,0.774193548387097
"822","Hayfield CDP, Iowa","Male",0,0.689655172413793,0,0.827586206896552
"823","Hazleton","Female",0.101538461538462,0.0666581733511142,0.295384615384615,0.165430989575393
"824","Hazleton","Male",0.166144200626959,0.0989460040974422,0.238244514106583,0.10946129978319
"825","Hedrick","Female",0.215846994535519,0.0972415272177665,0.218579234972678,0.0793039139753105
"826","Hedrick","Male",0.288607594936709,0.134452672273208,0.187341772151899,0.0874561974153588
"827","Henderson","Female",0.442028985507246,0.391737889250539,0.130434782608696,0.124854768724672
"828","Henderson","Male",0.278846153846154,0.27141306266512,0.288461538461538,0.209079020176762
"829","Hepburn","Female",0,4,0.2,4.60434577328853
"830","Hepburn","Male",0.333333333333333,6.03692342542494,0,8
"831","Hiawatha","Female",0.265311580636534,0.0735458099409732,0.141749130783632,0.0370511984367772
"832","Hiawatha","Male",0.241509433962264,0.0836258952407677,0.155007256894049,0.0482892608832552
"833","High Amana CDP, Iowa","Female",0.235294117647059,0.673497213198828,0.294117647058824,0.743520036552621
"834","High Amana CDP, Iowa","Male",0.216216216216216,0.62691189919951,0.216216216216216,0.730251248422424
"835","Hills","Female",0.230593607305936,0.121907113859062,0.289954337899543,0.135467190620315
"836","Hills","Male",0.135770234986945,0.0794844910244186,0.216710182767624,0.120435569779266
"837","Hillsboro","Female",0.168831168831169,0.28856424782084,0.324675324675325,0.275774751238676
"838","Hillsboro","Male",0.140845070422535,0.220035739392801,0.211267605633803,0.217692573518096
"839","Hinton","Female",0.225409836065574,0.0906359080990391,0.127049180327869,0.0506016799214328
"840","Hinton","Male",0.227477477477477,0.0915841386707801,0.155405405405405,0.0666603169258883
"841","Holiday Lake CDP, Iowa","Female",0.0687830687830688,0.118300472123824,0.402116402116402,0.258824315500723
"842","Holiday Lake CDP, Iowa","Male",0.0451977401129944,0.119596808356365,0.480225988700565,0.267797669654975
"843","Holland","Female",0.205882352941176,0.110032595844695,0.117647058823529,0.121698999273834
"844","Holland","Male",0.258741258741259,0.141094999045091,0.146853146853147,0.0762982101606087
"845","Holstein","Female",0.185922974767596,0.0561813189309716,0.231075697211155,0.0625011410249644
"846","Holstein","Male",0.274932614555256,0.0823780593673953,0.18733153638814,0.0543477881759174
"847","Holy Cross","Female",0.191780821917808,0.0917259773246483,0.226027397260274,0.10115117500421
