"","Year","GEOID","NAME","Median Age Estimate","moe"
"3668","2012","1939900","Jolley",33.7,14.2
"3669","2012","1919585","Defiance",38.9,19.4
"3670","2012","1923385","Earling",40.4,13.8
"3671","2012","1924780","Elk Horn",54.9,7.7
"3672","2012","1964200","Portsmouth",49.4,7
"3673","2012","1973290","Sioux Center",27.1,1.3
"3674","2012","1911170","Carson",39.7,3.5
"3675","2012","1940170","Kalona",44.6,3.7
"3676","2012","1967440","Riverside",36.6,9
"3677","2012","1902260","Anita",46.3,3
"3678","2012","1902620","Aredale",50.5,15.9
"3679","2012","1972435","Shell Rock",49.6,6.2
"3680","2012","1934455","Hardy",23.1,10.1
"3681","2012","1931350","Glenwood",38.3,3.3
"3682","2012","1924645","Elgin",36.5,4.9
"3683","2012","1953355","Monroe",37.5,5.8
"3684","2012","1966585","Riceville",52.1,5.5
"3685","2012","1969735","St. Ansgar",46,4.6
"3686","2012","1921000","Des Moines",33.6,0.4
"3687","2012","1924735","Elkhart",33.2,3.3
"3688","2012","1958530","Ocheyedan",45.7,10.8
"3689","2012","1917850","Cumming",37.8,3.2
"3690","2012","1952950","Mitchellville",36,2.8
"3691","2012","1983910","West Des Moines",33.8,0.7
"3692","2012","1978195","Tingley",43.3,25.6
"3693","2012","1968340","Rodman",57.5,12.7
"3694","2012","1969330","Ruthven",39.7,6.9
"3695","2012","1954480","Mount Ayr",50.8,2.6
"3696","2012","1935220","Haverhill",36.9,11.4
"3697","2012","1944220","Le Grand",39,10.6
"3698","2012","1946425","Long Grove",39,4.3
"3699","2012","1979995","Ute",51.5,4.8
"3700","2012","1915420","Columbus Junction",33.6,3.3
"3701","2012","1916725","Cotter",44.7,7.1
"3702","2012","1958395","Oakville",33.8,14.1
"3703","2012","1934725","Hartley",46.1,4.4
"3704","2012","1922080","Dougherty",45,23.6
"3705","2012","1968025","Rock Falls",41.8,16.7
"3706","2012","1922800","Dundee",44.3,12.5
"3707","2012","1969465","Ryan",37.2,5.6
"3708","2012","1914520","Clive",36.9,2.8
"3709","2012","1963525","Pleasant Hill",34.8,3.3
"3710","2012","1969240","Runnells",32.8,2.3
"3711","2012","1970995","Saylorville CDP",43.5,7.9
"3712","2012","1979950","Urbandale",38.3,1.5
"3713","2012","1924690","Elkader",53.3,7
"3714","2012","1970095","St. Marys",40.7,12.4
"3715","2012","1965415","Rake",55.5,11.8
"3716","2012","1910045","Calmar",31.8,5.6
"3717","2012","1969645","Sac City",50.1,1.7
"3718","2012","1971085","Schaller",39.1,7.6
"3719","2012","1924870","Elk Run Heights",48.8,4.3
"3720","2012","1925995","Evansdale",37,4.2
"3721","2012","1938640","Iowa Falls",41.6,2.4
"3722","2012","1985305","Whitten",56.8,11.6
"3723","2012","1978330","Titonka",61.3,4
"3724","2012","1983415","Wesley",45,16.1
"3725","2012","1974460","Spragueville",41.5,11.5
"3726","2012","1913575","Clarinda",40.6,2.1
"3727","2012","1921810","Donnellson",31.3,1.9
"3728","2012","1919720","Delmar",43.9,3.3
"3729","2012","1968070","Rockford",35.3,5
"3730","2012","1944985","Libertyville",40.1,8.6
"3731","2012","1907930","Braddyville",57.1,4.4
"3732","2012","1915105","College Springs",37.4,13.3
"3733","2012","1954705","Mount Pleasant",35.1,2.7
"3734","2012","1968565","Rome",37.1,12.3
"3735","2012","1984835","Westwood",46,11.5
"3736","2012","1912000","Cedar Rapids",35.2,0.4
"3737","2012","1912270","Center Point",35.5,2.2
"3738","2012","1935940","Hiawatha",38,3.4
"3739","2012","1954750","Mount Sterling",49.8,13.8
"3740","2012","1965955","Reasnor",50.9,8.5
"3741","2012","1938415","Inwood",40.8,9.5
"3742","2012","1944670","Lester",34.2,11.2
"3743","2012","1978285","Tipton",42.1,3.9
"3744","2012","1985800","Williams",37.8,5.2
"3745","2012","1912315","Centerville",41.4,2.5
"3746","2012","1979410","Udell",42.7,12.3
"3747","2012","1956910","Nora Springs",39.9,7.4
"3748","2012","1917130","Crawfordsville",41.7,10.1
"3749","2012","1923790","East Peru",54.2,14.4
"3750","2012","1900730","Ainsworth",35.6,14
"3751","2012","1955110","Muscatine",36.6,1
"3752","2012","1975405","Stockport",41.6,5.3
"3753","2012","1916815","Coulter",26.3,6.5
"3754","2012","1964110","Popejoy",51.4,16.1
"3755","2012","1938595","Iowa City",25.6,0.4
"3756","2012","1976890","Swisher",37.9,4.3
"3757","2012","1934860","Harvey",45.4,8.3
"3758","2012","1971760","Seymour",37.3,5.6
"3759","2012","1944490","Lenox",43.1,4.2
"3760","2012","1909550","Burlington",40.6,1.6
"3761","2012","1954165","Morrison",39.3,20.7
"3762","2012","1975720","Stout",40.8,11.3
"3763","2012","1953175","Mondamin",44.3,5.1
"3764","2012","1970185","St. Paul",45.5,18.1
"3765","2012","1975000","Stanton",43.3,6.8
"3766","2012","1902800","Arispe",41.5,19.2
"3767","2012","1943275","Lansing",47.4,9
"3768","2012","1949890","Martensdale",32.5,4.4
"3769","2012","1955785","New Albin",31.8,9.7
"3770","2012","1905365","Bedford",43.8,3.9
"3771","2012","1906985","Blockton",32.8,10.2
"3772","2012","1929910","Garnavillo",46,5.5
"3773","2012","1966405","Remsen",36,8.1
"3774","2012","1919180","Dayton",38.9,8.9
"3775","2012","1902755","Arion",28.5,4.8
"3776","2012","1912900","Charter Oak",47,8
"3777","2012","1943590","Latimer",35.7,8.5
"3778","2012","1952275","Millerton",31.7,12.6
"3779","2012","1972075","Sharpsburg",28.5,27.5
"3780","2012","1921675","Dolliver",48,10.7
"3781","2012","1965640","Randolph",44,7.7
"3782","2012","1935670","Hedrick",38,7.6
"3783","2012","1941070","Keswick",38,8.6
"3784","2012","1905140","Beaman",35.9,3
"3785","2012","1936705","Holland",41.7,9.5
"3786","2012","1963075","Pisgah",53.7,9.4
"3787","2012","1940845","Keokuk",36.3,1.8
"3788","2012","1980985","Villisca",43.3,6
"3789","2012","1980130","Vail",47,7.3
"3790","2012","1930135","Geneva",38.2,7
"3791","2012","1941295","Kimballton",41.3,15.4
"3792","2012","1960645","Oxford",34,6
"3793","2012","1972840","Shueyville",40.9,4.5
"3794","2012","1909730","Bussey",41.8,16.9
"3795","2012","1969195","Rudd",42.9,10.4
"3796","2012","1926445","Fairfield",43.1,3.2
"3797","2012","1956145","New Hartford",32.7,7.4
"3798","2012","1948720","Malvern",41.9,5.3
"3799","2012","1900370","Adair",39.6,5
"3800","2012","1939225","Jamaica",37.2,8
"3801","2012","1942690","Lake View",53.4,3.6
"3802","2012","1947730","Lytton",42.8,7.3
"3803","2012","1930675","Gilbertville",39.9,9.7
"3804","2012","1914115","Cleghorn",53.3,8.7
"3805","2012","1943500","Larrabee",51.5,7.1
"3806","2012","1982380","Washta",43.4,19
"3807","2012","1935580","Hazleton",37.9,5.9
"3808","2012","1938100","Independence",40.2,2.1
"3809","2012","1965235","Quasqueton",36.7,12.9
"3810","2012","1960465","Ottumwa",38.1,1
"3811","2012","1959745","Osage",44.7,2.9
"3812","2012","1916545","Correctionville",44.7,12
"3813","2012","1973335","Sioux City",34,0.4
"3814","2012","1918255","Dallas Center",38.9,5.7
"3815","2012","1913215","Chillicothe",42.1,15.7
"3816","2012","1929190","Fremont",39.2,8.6
"3817","2012","1983010","Webb",52.2,12.3
"3818","2012","1907480","Boone",36.4,2.3
"3819","2012","1977520","Terril",36.7,13.5
"3820","2012","1906175","Bertram",39.4,9.2
"3821","2012","1956685","Nichols",39.8,4
"3822","2012","1957045","Northboro",53,18.3
"3823","2012","1963840","Plover",35.3,19.6
"3824","2012","1968520","Rolfe",48,7.9
"3825","2012","1946920","Lowden",52.9,8.5
"3826","2012","1926310","Exline",66.2,6.7
"3827","2012","1931980","Grand Junction",35.5,6.5
"3828","2012","1910765","Carlisle",38.7,1.8
"3829","2012","1941790","Knierim",36.4,10.3
"3830","2012","1972390","Sheldon",44.7,3.5
"3831","2012","1933645","Halbur",26.8,3.8
"3832","2012","1979815","University Park",29.6,7.8
"3833","2012","1929010","Frederika",49,32
"3834","2012","1973920","Somers",32.5,46.7
"3835","2012","1968925","Rossie",32.4,13.6
"3836","2012","1929550","Galt",32.2,38.7
"3837","2012","1930045","Garwin",39,9.6
"3838","2012","1948540","Malcom",53.2,5.4
"3839","2012","1980580","Ventura",53.8,5.2
"3840","2012","1977880","Thornton",45.7,6.1
"3841","2012","1982650","Waucoma",47.7,9.9
"3842","2012","1980490","Van Wert",41.5,13.1
"3843","2012","1973155","Silver City",50,3.7
"3844","2012","1975045","Stanwood",43.5,9.5
"3845","2012","1928290","Fontanelle",48.4,5.9
"3846","2012","1904240","Bagley",38.9,6.2
"3847","2012","1963570","Pleasanton",25.8,9.4
"3848","2012","1947370","Lu Verne",48.5,4.2
"3849","2012","1981705","Walcott",39.7,2.8
"3850","2012","1937155","Hopkinton",44.2,11.9
"3851","2012","1948180","Macksburg",30.9,4.8
"3852","2012","1954795","Mount Union",36.7,5.9
"3853","2012","1962625","Peterson",47.6,7.6
"3854","2012","1913755","Clarksville",40.4,5.9
"3855","2012","1962355","Perry",32.6,1.4
"3856","2012","1922350","Drakesville",51.3,6.8
"3857","2012","1969015","Rowan",60.9,5.7
"3858","2012","1909820","Calamus",44,6
"3859","2012","1937335","Houghton",40,24.4
"3860","2012","1966135","Red Oak",45.1,1.6
"3861","2012","1973875","Solon",33.5,2.9
"3862","2012","1934590","Harpers Ferry",62.2,3.5
"3863","2012","1913485","Clare",43.9,10.4
"3864","2012","1901720","Amana CDP",53.4,5.7
"3865","2012","1902035","Anderson CDP",37.7,14.4
"3866","2012","1904735","Bartlett CDP",73.5,5.7
"3867","2012","1903430","Athelstan CDP",31.2,29.4
"3868","2012","1905200","Beaverdale CDP",44.6,10.1
"3869","2012","1905870","Bentley CDP",31.8,42.3
"3870","2012","1907255","Bolan CDP",12.2,4.2
"3871","2012","1909415","Burchinal CDP",61.6,0.3
"3872","2012","1909640","Burr Oak CDP",35.5,17.7
"3873","2012","1901000","Alburnett",38.6,4.6
"3874","2012","1981615","Wahpeton",66.7,4.1
"3875","2012","1934185","Hanlontown",42.8,7.5
"3876","2012","1940665","Kensett",51,3.8
"3877","2012","1965550","Randalia",49.9,10.8
"3878","2012","1976260","Sumner",45.1,3.4
"3879","2012","1925050","Ellsworth",30.5,7.9
"3880","2012","1914925","Coggon",34.6,6.4
"3881","2012","1967800","Robins",36.2,2.7
"3882","2012","1966540","Rhodes",48.2,4.5
"3883","2012","1919000","Davenport",35.2,0.3
"3884","2012","1973785","Soldier",36.3,13.7
"3885","2012","1979185","Turin",40,29.1
"3886","2012","1985215","Whiting",46.4,9.6
"3887","2012","1913350","Churdan",37.3,12
"3888","2012","1950205","Masonville",38.1,11.9
"3889","2012","1939450","Jefferson",46.6,3.4
"3890","2012","1974910","Stanhope",46.8,3.6
"3891","2012","1952815","Mingo",41.5,15.8
"3892","2012","1906760","Blairsburg",56.7,7.7
"3893","2012","1940215","Kamrar",48.6,3.6
"3894","2012","1908425","Bridgewater",60.3,6
"3895","2012","1907750","Boxholm",39.8,9.8
"3896","2012","1948450","Madrid",36.5,5
"3897","2012","1958665","Ogden",43.2,4.5
"3898","2012","1904780","Bassett",50.5,7.5
"3899","2012","1961320","Panora",34.8,4.7
"3900","2012","1986385","Winfield",36.4,5.8
"3901","2012","1902530","Archer",38,18.8
"3902","2012","1981120","Vining",40.5,11.2
"3903","2012","1925095","Elma",49.1,7.9
"3904","2012","1929055","Fredonia",36.2,8.1
"3905","2012","1924420","Eldon",37.6,6.3
"3906","2012","1945480","Linn Grove",49.2,20.5
"3907","2012","1913845","Clayton",65,2
"3908","2012","1924825","Elkport",32.3,34.3
"3909","2012","1947055","Luana",41.6,8.4
"3910","2012","1948000","McGregor",49.9,9.7
"3911","2012","1909280","Buffalo Center",43.5,6.3
"3912","2012","1913125","Chester",27.3,7.6
"3913","2012","1965010","Protivin",42.3,14.2
"3914","2012","1944715","Letts",32.7,6.2
"3915","2012","1906850","Blakesburg",47.7,11
"3916","2012","1908605","Britt",39.1,5.1
"3917","2012","1931575","Goodell",45.3,5.7
"3918","2012","1902305","Ankeny",32.9,0.7
"3919","2012","1964020","Polk City",38.3,3
"3920","2012","1923430","Earlville",40,4.9
"3921","2012","1932610","Greeley",37.6,7.4
"3922","2012","1948810","Manchester",37.9,2.9
"3923","2012","1904375","Balltown",64.9,3.6
"3924","2012","1968250","Rockwell",51.1,6.9
"3925","2012","1924060","Edgewood",38.3,7.4
"3926","2012","1985935","Williamson",45.8,4.9
"3927","2012","1907345","Bonaparte",46.3,8
"3928","2012","1959115","Onawa",46.1,3.1
"3929","2012","1976620","Swaledale",36.5,21.1
"3930","2012","1965505","Ralston",40.1,8.1
"3931","2012","1971310","Scranton",51.8,7.5
"3932","2012","1909100","Buckeye",36,28.4
"3933","2012","1946290","Lone Rock",58.5,6.8
"3934","2012","1915960","Conway",39.7,7.4
"3935","2012","1941610","Kiron",38.5,12.6
"3936","2012","1984630","Westside",51.1,9.4
"3937","2012","1972210","Sheffield",44.2,7.8
"3938","2012","1916230","Coralville",31.5,0.8
"3939","2012","1978060","Tiffin",32,2.7
"3940","2012","1979770","University Heights",26.1,3
"3941","2012","1942015","Knoxville",38.3,5
"3942","2012","1963750","Pleasantville",37.7,4.5
"3943","2012","1915825","Conrad",42.5,8.6
"3944","2012","1983325","Wellsburg",36.4,7.7
"3945","2012","1952860","Missouri Valley",41.3,4
"3946","2012","1986835","Woodbine",41.8,6.1
"3947","2012","1933960","Hampton",45,4.6
"3948","2012","1934365","Hansell",34.6,20.2
"3949","2012","1936345","Hills",39.7,9
"3950","2012","1962040","Pella",32.1,2.7
"3951","2012","1964875","Promise City",43.3,7.8
"3952","2012","1948990","Manson",47.7,4.7
"3953","2012","1979140","Truro",34.5,8.3
"3954","2012","1941115","Keystone",47.1,6.6
"3955","2012","1947505","Luzerne",35.8,16.2
"3956","2012","1972480","Shellsburg",43.7,3.6
"3957","2012","1959565","Orient",46.6,6.8
"3958","2012","1928965","Fredericksburg",39.5,9.5
"3959","2012","1943815","Lawler",51.6,9.6
"3960","2012","1955335","Nashua",36.6,4.8
"3961","2012","1957495","North Washington",41.7,13.1
"3962","2012","1903025","Arnolds Park",59.8,4.7
"3963","2012","1974415","Spirit Lake",41.5,3.2
"3964","2012","1904645","Barnum",31.5,11.5
"3965","2012","1975180","Steamboat Rock",51.3,8.1
"3966","2012","1979545","Union",35.5,9.6
"3967","2012","1942825","Lakota",48,8.2
"3968","2012","1944130","Ledyard",53,17.5
"3969","2012","1976755","Swea City",45,4.7
"3970","2012","1950880","Melbourne",34.5,4.9
"3971","2012","1925860","Estherville",35,2.7
"3972","2012","1933240","Gruver",62.3,14.1
"3973","2012","1942330","Ladora",30.6,16.2
"3974","2012","1985845","Williamsburg",36.2,3.2
"3975","2012","1983685","West Burlington",39.8,8.2
"3976","2012","1921405","Dike",37.2,3.6
"3977","2012","1922890","Dunlap",43.1,6.6
"3978","2012","1945840","Little Sioux",48,5.6
"3979","2012","1953760","Montrose",38.4,9.2
"3980","2013","1941385","Kingsley",41.6,5.3
"3981","2013","1964425","Prairieburg",42,14.8
"3982","2013","1906625","Birmingham",39.6,9.1
"3983","2013","1952500","Milton",33.3,8.4
"3984","2013","1951375","Merrill",39.4,7
"3985","2013","1973605","Sloan",36.4,7.5
"3986","2013","1943905","Lawton",34.7,3
"3987","2013","1960240","Oto",45.3,15.9
"3988","2013","1981885","Walker",37.3,5.1
"3989","2013","1929280","Fruitland",33.2,2.8
"3990","2013","1975450","Stockton",32.5,14.3
"3991","2013","1922035","Douds CDP",41.5,50.2
"3992","2013","1968385","Rodney",39.7,8.3
"3993","2013","1961725","Park View CDP",30.6,5
"3994","2013","1934770","Hartwick",50.8,30.1
"3995","2013","1953850","Moorhead",57.3,6.5
"3996","2013","1946830","Lovilia",42.5,11.2
"3997","2013","1963885","Plymouth",48.8,4.9
"3998","2013","1954930","Moville",40.5,2.9
"3999","2013","1926895","Farmington",45,12.1
"4000","2013","1940935","Keosauqua",50.6,7.8
"4001","2013","1960780","Oyens",26.8,9.7
"4002","2013","1971625","Sergeant Bluff",32.3,5.6
"4003","2013","1936480","Hinton",38,4.6
"4004","2013","1973650","Smithland",55.2,8.9
"4005","2013","1915645","Conesville",32.5,9
"4006","2013","1945615","Lisbon",41.4,5.9
"4007","2013","1966450","Renwick",43.1,9.5
"4008","2013","1969375","Rutland",49.4,16.3
"4009","2013","1977790","Thor",34.6,6.2
"4010","2013","1953625","Monticello",42.9,4.5
"4011","2013","1939855","Joice",40,3.2
"4012","2013","1970050","St. Lucas",54.8,16.5
"4013","2013","1984765","West Union",39.1,4.2
"4014","2013","1904915","Baxter",44.4,9.7
"4015","2013","1922305","Dows",51.9,9.4
"4016","2013","1932790","Greenfield",43.5,3.4
"4017","2013","1975810","Stratford",46.9,6.4
"4018","2013","1914835","Coalville CDP",30,11.2
"4019","2013","1926940","Farnhamville",45.3,19.2
"4020","2013","1909955","Callender",45.7,11.1
"4021","2013","1934410","Harcourt",42.1,6.4
"4022","2013","1960105","Otho",39.3,10.9
"4023","2013","1937425","Hubbard",46.7,4.8
"4024","2013","1961815","Paton",28.3,6.4
"4025","2013","1967215","Rippey",49.1,9.4
"4026","2013","1924465","Eldora",43.2,3.9
"4027","2013","1904420","Bancroft",40.3,7.4
"4028","2013","1923160","Dysart",38.5,6.9
"4029","2013","1945255","Lincoln",32.3,20.9
"4030","2013","1932115","Grandview",33.6,5.9
"4031","2013","1982200","Wapello",39.9,4.5
"4032","2013","1964650","Primghar",36.8,4.9
"4033","2013","1929955","Garner",36.2,2.5
"4034","2013","1919855","Delta",42.6,6.9
"4035","2013","1913530","Clarence",47.8,6.5
"4036","2013","1919360","Decatur City",36.5,5.6
"4037","2013","1983190","Weldon",42.8,19.8
"4038","2013","1957945","Numa",47.8,8
"4039","2013","1905185","Beaver",46.1,26.6
"4040","2013","1928920","Fraser",36.4,24.4
"4041","2013","1961905","Paullina",52.3,6.2
"4042","2013","1970410","Sanborn",47.2,9.6
"4043","2013","1941565","Kirkville",45.3,18.2
"4044","2013","1904330","Baldwin",38.9,20.6
"4045","2013","1956055","Newhall",41.5,5.1
"4046","2013","1952455","Milo",36.9,8.6
"4047","2013","1934680","Hartford",33.6,6.7
"4048","2013","1942555","Lake Mills",44.5,4.8
"4049","2013","1905590","Belle Plaine",42.4,3
"4050","2013","1906805","Blairstown",34.3,7.6
"4051","2013","1909910","California Junction CDP",52.6,26.2
"4052","2013","1908020","Bradford CDP",60.5,11.3
"4053","2013","1912675","Chapin CDP",29.6,49.7
"4054","2013","1914385","Climbing Hill CDP",45.9,9.9
"4055","2013","1915870","Conroy CDP",47.7,6.8
"4056","2013","1916320","Corley CDP",64.7,11.1
"4057","2013","1919990","Denmark CDP",45.6,9.3
"4058","2013","1921320","Diamondhead Lake CDP",44.4,4.1
"4059","2013","1922710","Duncan CDP",39.8,11.1
"4060","2013","1923520","East Amana CDP",56.1,55
"4061","2013","1929325","Frytown CDP",48.1,59
"4062","2013","1929730","Garden City CDP",58.8,4
"4063","2013","1932925","Green Mountain CDP",31.7,7.9
"4064","2013","1935490","Hayfield CDP",30.4,4.9
"4065","2013","1936030","High Amana CDP",46.5,13.9
"4066","2013","1936660","Holiday Lake CDP",52.2,10
"4067","2013","1936975","Homestead CDP",43.7,49.5
"4068","2013","1937875","Hutchins CDP",NA,NA
"4069","2013","1938955","Irvington CDP",33.3,20
"4070","2013","1939180","Jacksonville CDP",69.4,13.3
"4071","2013","1940710","Kent CDP",71.3,5.2
"4072","2013","1948500","Maharishi Vedic City",59.5,2.2
"4073","2013","1908065","Bradgate",50.9,7.3
"4074","2013","1937560","Humboldt",44.2,4.6
"4075","2013","1901990","Anamosa",40.6,2.7
"4076","2013","1934995","Hastings",35.3,17.4
"4077","2013","1935715","Henderson",46.5,11.1
"4078","2013","1948900","Manly",37.8,5.4
"4079","2013","1957630","Northwood",41.5,3
"4080","2013","1902845","Arlington",45.5,5.2
"4081","2013","1914250","Clermont",44.6,7.9
"4082","2013","1950610","Maynard",34.3,8.3
"4083","2013","1915060","Colfax",38.2,5.3
"4084","2013","1942870","Lambs Grove",38.6,9.1
"4085","2013","1947595","Lynnville",46.4,7.8
"4086","2013","1980175","Valeria",34.4,13
"4087","2013","1943725","Laurens",44.8,6.5
"4088","2013","1905770","Bennett",41.9,4.2
"4089","2013","1928515","Fort Dodge",37.9,1.1
"4090","2013","1931710","Gowrie",41.5,7.3
"4091","2013","1955695","Nevada",37.8,3
"4092","2013","1925005","Ellston",46.7,7
"4093","2013","1928740","Franklin",47.3,15.4
"4094","2013","1904195","Badger",43.9,6.3
"4095","2013","1915240","Colo",41.6,6.4
"4096","2013","1930630","Gilbert",30.9,6.3
"4097","2013","1927255","Ferguson",62.8,9.6
"4098","2013","1945660","Liscomb",39.7,10.2
"4099","2013","1948045","McIntire",68.3,19.7
"4100","2013","1907390","Bondurant",28.1,5.7
"4101","2013","1902935","Armstrong",49.9,5.5
"4102","2013","1916590","Corwith",44.3,4.3
"4103","2013","1940260","Kanawha",46.5,7.9
"4104","2013","1941655","Klemme",35.8,12
"4105","2013","1956595","New Virginia",32.5,3.3
"4106","2013","1937605","Humeston",51.5,7.9
"4107","2013","1962985","Pioneer",21.5,16.2
"4108","2013","1905905","Benton",45.8,13
"4109","2013","1919810","Delphos",39.7,38.6
"4110","2013","1940395","Kelley",33.2,7.5
"4111","2013","1947775","McCallsburg",30.6,4.8
"4112","2013","1973515","Slater",34,5.2
"4113","2013","1975675","Story City",45.4,2.9
"4114","2013","1971940","Shannon City",39,19
"4115","2013","1950520","Maxwell",35,7.1
"4116","2013","1900955","Albion",42.6,4.8
"4117","2013","1982470","Waterville",43.3,16
"4118","2013","1918435","Danville",37.7,3.3
"4119","2013","1950790","Mediapolis",44,4.7
"4120","2013","1984090","Westfield",41.8,12.5
"4121","2013","1918390","Danbury",41.1,8.3
"4122","2013","1908560","Bristow",37.8,8.2
"4123","2013","1911305","Cascade",38.1,3.9
"4124","2013","1958980","Olin",48.6,5.2
"4125","2013","1976935","Tabor",33.9,5.8
"4126","2013","1911215","Carter Lake",37.1,4.8
"4127","2013","1900775","Akron",40.6,7.7
"4128","2013","1916950","Craig",40.1,10
"4129","2013","1975945","Struble",43.9,13.5
"4130","2013","1902350","Anthon",42.6,6.3
"4131","2013","1908650","Bronson",32.3,9.2
"4132","2013","1972345","Sheldahl",41.2,10.6
"4133","2013","1964740","Princeton",42,7.4
"4134","2013","1943050","La Motte",48.1,9.5
"4135","2013","1949215","Maquoketa",39.5,3.4
"4136","2013","1964605","Preston",38.5,3
"4137","2013","1969510","Sabula",53.3,4.4
"4138","2013","1987690","Zwingle",37,12.2
"4139","2013","1956370","New Market",41.1,8.6
"4140","2013","1953895","Moorland",38.5,20.7
"4141","2013","1981075","Vincent",31.1,11.1
"4142","2013","1949395","Marengo",36.4,3.5
"4143","2013","1904105","Ayrshire",38.3,12.2
"4144","2013","1948585","Mallard",52.3,10
"4145","2013","1901855","Ames",23.5,0.2
"4146","2013","1969780","St. Anthony",28.5,11.1
"4147","2013","1921540","Dixon",39.7,9.8
"4148","2013","1956280","New Liberty",36.8,22.8
"4149","2013","1911530","Castana",56.4,9.5
"4150","2013","1950970","Melrose",56.8,14.8
"4151","2013","1914025","Clear Lake",43.5,5
"4152","2013","1951420","Meservey",48.4,8.9
"4153","2013","1905635","Bellevue",49.5,3.7
"4154","2013","1969960","St. Donatus",38.4,18.9
"4155","2013","1912720","Chariton",41.6,2.3
"4156","2013","1951060","Melvin",49,6.9
"4157","2013","1937290","Hospers",34.8,6.9
"4158","2013","1959475","Orange City",32.2,4.8
"4159","2013","1968205","Rock Valley",33,1.9
"4160","2013","1958080","Oakland",37.3,3.8
"4161","2013","1956460","New Sharon",40.6,6.2
"4162","2013","1947460","Luxemburg",47.5,11
"4163","2013","1926850","Farmersburg",46.6,12.6
"4164","2013","1903745","Aurelia",41.7,6
"4165","2013","1949350","Marcus",48.6,5.5
"4166","2013","1936840","Holstein",42.7,6.8
"4167","2013","1942645","Lakeside",46.2,11.3
"4168","2013","1955965","Newell",34.7,4.6
"4169","2013","1966360","Rembrandt",45.7,19.9
"4170","2013","1930900","Gilman",38,5.6
"4171","2013","1975135","State Center",37.4,4.9
"4172","2013","1921720","Donahue",30.7,14
"4173","2013","1925500","Emerson",41.4,10.3
"4174","2013","1949845","Martelle",49.1,7.3
"4175","2013","1959250","Onslow",38,11.5
"4176","2013","1945975","Livermore",36.1,9.4
"4177","2013","1931890","Grafton",33.6,14.4
"4178","2013","1935310","Hawkeye",37.8,8.7
"4179","2013","1958620","Oelwein",42.5,5.7
"4180","2013","1984180","Westgate",42.3,12.7
"4181","2013","1958170","Oakland Acres",42,8
"4182","2013","1964470","Prairie City",36.4,5.8
"4183","2013","1959925","Oskaloosa",36.6,1.8
"4184","2013","1952590","Minden",38.5,3.6
"4185","2013","1972300","Shelby",46.7,12
"4186","2013","1944310","Leighton",30.1,8.7
"4187","2013","1912990","Chelsea",38.1,11.1
"4188","2013","1953670","Montour",47.4,10.1
"4189","2013","1934500","Harlan",45.2,3.6
"4190","2013","1903970","Avoca",45.8,3.5
"4191","2013","1917175","Crescent",45.6,7.4
"4192","2013","1904555","Barnes City",34.3,11.6
"4193","2013","1922935","Durango",58.5,24.6
"4194","2013","1926760","Farley",35.7,5.2
"4195","2013","1962130","Peosta",28.8,2.2
"4196","2013","1944355","Leland",36.3,6.9
"4197","2013","1977745","Thompson",39.6,8
"4198","2013","1928425","Fort Atkinson",45.1,9.4
"4199","2013","1939135","Jackson Junction",44.5,16.4
"4200","2013","1937470","Hudson",43.9,2.5
"4201","2013","1943365","La Porte City",34.7,2.8
"4202","2013","1982425","Waterloo",35.5,0.6
"4203","2013","1975855","Strawberry Point",49.8,5.1
"4204","2013","1903160","Asbury",33.4,3.6
"4205","2013","1925725","Epworth",31.7,4
"4206","2013","1972660","Sherrill",27.3,9.1
"4207","2013","1903520","Atlantic",43.2,2.3
"4208","2013","1917760","Cumberland",29.6,6
"4209","2013","1950250","Massena",45,7.1
"4210","2013","1921045","De Soto",34.4,2.8
"4211","2013","1952545","Minburn",42.2,15.8
"4212","2013","1922395","Dubuque",38.4,0.9
"4213","2013","1939585","Jesup",33.4,4
"4214","2013","1928650","Fostoria",41.5,25.4
"4215","2013","1974280","Spencer",43.7,1.4
"4216","2013","1953985","Moravia",50.3,13.2
"4217","2013","1939405","Janesville",42.1,6.7
"4218","2013","1979905","Urbana",34.3,2.7
"4219","2013","1980400","Van Horne",35.2,6.2
"4220","2013","1981210","Vinton",41.9,4.1
"4221","2013","1986880","Woodburn",50.1,4.5
"4222","2013","1931530","Goldfield",47.3,5.2
"4223","2013","1902485","Arcadia",28.2,5.3
"4224","2013","1931395","Glidden",44.1,8.7
"4225","2013","1948945","Manning",47,3.6
"4226","2013","1977340","Templeton",49.8,4.6
"4227","2013","1907030","Bloomfield",40.4,6.6
"4228","2013","1940980","Keota",42.7,11.6
"4229","2013","1959070","Ollie",49.1,5.7
"4230","2013","1974055","South English",28.8,22.9
"4231","2013","1983055","Webster",33.4,13.1
"4232","2013","1954750","Mount Sterling CDP",42.5,24.6
"4233","2013","1941520","Kirkman",54.8,8.4
"4234","2013","1934005","Hancock",46.3,4.2
"4235","2013","1968700","Rose Hill",45.7,15.1
"4236","2013","1906085","Bernard",42.2,22.1
"4237","2013","1912630","Centralia",31.4,12.1
"4238","2013","1966810","Rickardsville",47.5,9.9
"4239","2013","1987060","Worthington",38.8,9.8
"4240","2013","1920035","Denver",37,1.9
"4241","2013","1900505","Adel",39.4,3.6
"4242","2013","1919135","Dawson",26.3,10.1
"4243","2013","1979500","Underwood",35.3,4.1
"4244","2013","1905050","Beacon",42.2,8
